userId,movieId,rating,month
200,114,5.0,1
200,408,4.959417819867907,1
200,64,4.8321956861885695,1
200,189,4.7751380386241165,1
200,180,4.764037620402733,1
200,511,4.735268018674159,1
200,482,4.732924177586418,1
200,657,4.711551141207462,1
200,746,4.710733775528017,1
200,427,4.682338028510247,1
200,199,4.675195526249544,1
200,275,4.674458726087392,1
200,12,4.672072894240031,1
200,182,4.666109931385243,1
200,170,4.656647226618402,1
200,127,4.655892855225976,1
200,317,4.648483297284007,1
200,479,4.638448101669624,1
200,480,4.631567235316994,1
200,558,4.628096793726994,1
200,251,4.625464542119408,1
200,1149,4.6192216747792285,1
200,475,4.618965128573725,1
200,603,4.616294795748986,1
200,190,4.615208768160877,1
200,285,4.6132535696337085,1
200,659,4.600058443429091,1
200,192,4.5973058836428695,1
200,207,4.594615420198305,1
200,129,4.5892433754177215,1
200,181,4.588978162117328,1
200,498,4.585750420619182,1
200,178,4.585500945303095,1
200,93,4.583539605326049,1
200,813,4.577914134819641,1
200,197,4.56970594382331,1
200,283,4.552428149280301,1
200,83,4.537801922341218,1
200,134,4.533336624983509,1
200,656,4.5300268089402325,1
200,474,4.528555426873401,1
200,171,4.523922199073106,1
200,651,4.523456634887506,1
200,520,4.520494936499083,1
200,847,4.520075207438811,1
200,14,4.515925370536453,1
200,721,4.513644709454144,1
200,198,4.51196551034161,1
200,526,4.507691796404261,1
200,499,4.5027186108325,1
200,663,4.502260519287476,1
200,921,4.499033650764037,1
200,516,4.498746391966843,1
200,963,4.498065845458825,1
200,484,4.49517816825566,1
200,223,4.4912132091434875,1
200,530,4.488883961575515,1
200,690,4.485372958858741,1
200,269,4.482046755720097,1
200,194,4.479654007883985,1
200,302,4.477446522780834,1
200,211,4.470613565217149,1
200,510,4.470359847030048,1
200,958,4.46796439887529,1
200,298,4.46500005052794,1
200,185,4.457874565900419,1
200,694,4.457248364947221,1
200,144,4.456898001925812,1
200,165,4.4535905813491805,1
200,300,4.449229233678057,1
200,845,4.447500204700785,1
200,87,4.446585284161812,1
200,633,4.44623607051709,1
200,333,4.445774017210231,1
200,297,4.442853151002136,1
200,1119,4.4405522648386055,1
200,1007,4.439533244217117,1
200,675,4.438896464206381,1
200,206,4.43868864883146,1
200,248,4.437039275987401,1
200,606,4.436778666494682,1
200,491,4.434992603063354,1
200,632,4.434747153258765,1
200,521,4.432388126192875,1
200,187,4.429501379318355,1
200,154,4.429092659827216,1
200,488,4.428884155366264,1
200,655,4.428728888065928,1
200,1019,4.427461083949552,1
200,32,4.427308463223374,1
200,658,4.424611721289893,1
200,133,4.420145873370275,1
200,23,4.419708946425085,1
200,320,4.419430814105541,1
200,156,4.416341400336507,1
200,293,4.412836122402363,1
200,855,4.411214967223061,1
200,126,4.408767286221475,1
200,1137,4.40800399184304,1
200,278,4.406963886734106,1
291,408,5.0,1
291,127,5.0,1
291,318,5.0,1
291,134,5.0,1
291,169,5.0,1
291,180,5.0,1
291,114,5.0,1
291,182,4.996231626684701,1
291,480,4.99617567759872,1
291,190,4.983290601172329,1
291,185,4.967176205814591,1
291,205,4.967067617291353,1
291,203,4.952534207805437,1
291,657,4.929948404489143,1
291,298,4.928922362353138,1
291,483,4.916660759846181,1
291,178,4.9017842252080985,1
291,656,4.8835975356776276,1
291,474,4.848677546649646,1
291,603,4.8357782408981205,1
291,357,4.829944698108562,1
291,23,4.804729825219801,1
291,651,4.7885025318586125,1
291,191,4.7873508164488445,1
291,479,4.778896236571683,1
291,187,4.767260335477846,1
291,189,4.766939595739092,1
291,654,4.7599389969963575,1
291,198,4.755495048045976,1
291,320,4.75522087487386,1
291,268,4.753500021779862,1
291,207,4.715904688350909,1
291,317,4.712777404348691,1
291,183,4.69377966862721,1
291,192,4.676697151321932,1
291,216,4.674978207912685,1
291,646,4.662940981655779,1
291,498,4.6524085158446375,1
291,671,4.646001353848019,1
291,530,4.643794842455436,1
291,199,4.6418917715708705,1
291,176,4.632091725467964,1
291,482,4.631496882787536,1
291,527,4.6309036052155506,1
291,301,4.624562557711513,1
291,206,4.596515900427482,1
291,286,4.593074579758978,1
291,135,4.591953326470483,1
291,132,4.588554449045122,1
291,606,4.584229181755449,1
291,430,4.573033660820338,1
291,693,4.568878313522183,1
291,87,4.562289529345421,1
