userId,movieId,rating,month
200,114,5.0,1
200,408,4.959417819867907,1
200,64,4.8321956861885695,1
200,189,4.7751380386241165,1
200,180,4.764037620402733,1
200,511,4.735268018674159,1
200,482,4.732924177586418,1
200,275,4.674458726087392,1
200,1149,4.6192216747792285,1
200,251,4.625464542119408,1
291,656,4.8835975356776276,1
291,127,5.0,1
291,656,4.8835975356776276,1
291,134,5.0,1
291,169,5.0,1
291,180,5.0,1
291,114,5.0,1
291,646,4.662940981655779,1
291,320,4.75522087487386,1
291,656,4.8835975356776276,1
63,169,4.187927068843293,1
63,318,4.169816889811069,1
63,114,4.143161780140664,1
63,127,4.045307126062828,1
63,357,4.041723382732182,1
63,495,3.641801960627089,1
63,143,3.9053195033923216,1
63,317,3.9365780405777913,1
63,134,3.927436696070876,1
63,656,3.8765191919614947,1
160,114,5.0,1
160,318,4.946994637705674,1
160,64,4.841406003664484,1
160,205,4.54667018094254,1
160,656,4.7363081335845045,1
160,223,4.497064875329141,1
160,134,4.6786952522666745,1
160,317,4.503587391696519,1
160,527,4.505727454676718,1
160,205,4.54667018094254,1
50,483,4.507621951700427,1
50,318,4.474962760306519,1
50,172,4.389002287362566,1
50,169,4.384967947785758,1
50,408,4.364162430383616,1
50,655,4.206617902882633,1
50,655,4.206617902882633,1
50,721,4.056679068715345,1
50,114,4.225074082808813,1
50,813,4.084966295573809,1
276,190,5.0,1
276,114,5.0,1
276,178,4.862743617290522,1
276,480,4.72748996663546,1
276,134,4.719969266726298,1
276,656,4.60371514086463,1
276,1084,4.4560064008503035,1
276,191,4.674466558067708,1
276,963,4.548905185520978,1
276,656,4.60371514086463,1
287,318,5.0,1
287,357,4.8991689838594725,1
287,169,4.892614314203161,1
287,483,4.891660150117651,1
287,114,4.844173466045901,1
287,408,4.807779509016947,1
287,174,4.7553174190971355,1
287,603,4.6773959065839765,1
287,182,4.652825788812876,1
287,813,4.438196904749482,1
81,357,4.278979785304367,1
81,408,4.266278026156454,1
81,64,4.196544610641907,1
81,483,4.174623269621787,1
81,172,4.122549539004479,1
81,192,4.032237548432787,1
81,603,4.087356096518153,1
81,114,4.080570392372023,1
81,180,4.064875043686295,1
81,721,3.968880477807168,1
279,317,4.520132133553738,1
279,357,4.418563110408717,1
279,289,4.337384072264189,1
279,655,4.334367752506866,1
279,483,4.32659181522889,1
279,1522,3.9584193913322747,1
279,8,4.241697390528043,1
279,813,4.235243538875893,1
279,1137,4.010053873126953,1
279,85,4.010734216338054,1
119,318,5.0,1
119,114,4.957104363486666,1
119,483,4.948999156310564,1
119,408,4.928567378283292,1
119,357,4.904611412920278,1
119,169,4.876788743367478,1
119,515,4.724469282831744,1
119,721,4.5388028337715465,1
119,847,4.47924554597055,1
119,721,4.5388028337715465,1
265,318,4.6754397854991865,1
265,357,4.499659612695941,1
265,169,4.426972864017351,1
265,408,4.3962300145979105,1
265,69,4.3873232213445394,1
265,98,4.32648534970917,1
265,482,4.311375147993939,1
265,483,4.298885179731509,1
265,114,4.236169393915001,1
265,1149,4.149193651161735,1
259,169,4.864312773755542,1
259,408,4.8226313426089344,1
259,114,4.81209290837858,1
259,318,4.811423706105653,1
259,483,4.8080709110674,1
259,189,4.58884316978113,1
259,64,4.478368768178395,1
259,174,4.56940959986369,1
259,921,4.4052110964801825,1
259,50,4.524834453187889,1
68,408,4.202508166961929,1
68,114,4.1070213079868125,1
68,169,4.104226572784256,1
68,483,4.044179983217717,1
68,318,4.02762425280477,1
68,98,3.961873788739735,1
68,357,3.94036081234279,1
68,482,3.929480294585478,1
68,172,3.756851671652901,1
68,174,3.7933185194784773,1
172,318,4.086742815267221,1
172,408,4.031651037049132,1
172,169,3.9752542676928,1
172,114,3.905103755666144,1
172,317,3.6862556628603023,1
172,251,3.5548672417454457,1
172,515,3.8166026472464916,1
172,182,3.6898171986238726,1
172,511,3.7017545618629413,1
172,813,3.631928077058782,1
268,190,4.318021953319768,1
268,64,4.266132413919968,1
268,603,3.8636956074805107,1
268,520,4.11559023460468,1
268,515,4.05230911739808,1
268,317,4.003288202385651,1
268,657,3.9731697738716636,1
268,603,3.8636956074805107,1
268,646,3.854791652405615,1
268,963,3.9600118810595872,1
5,483,4.304458950425234,1
5,178,4.29617373113969,1
5,180,4.270258498522827,1
