userId,movieId,rating,week
291,603,5.0,1
291,23,5.0,1
291,408,5.0,1
291,127,5.0,1
291,1149,4.636295944334474,1
291,169,5.0,1
291,182,4.999195201470739,1
291,512,4.619926658850571,1
291,1149,4.636295944334474,1
291,656,4.863400177872926,1
276,134,5.0,1
276,114,4.9838836617237945,1
276,675,4.6688366252849125,1
276,483,4.642155536014049,1
276,654,4.603329143349003,1
276,656,4.569921624126294,1
276,381,4.522172706695185,1
276,275,4.493329612182839,1
276,512,4.492831729510379,1
276,484,4.477612279449449,1
279,603,4.609516335397247,1
279,23,4.344458874415606,1
279,98,4.333993895998942,1
279,483,4.327237097856842,1
279,1149,4.296084811960885,1
279,179,4.126201187323123,1
279,223,4.231851310741598,1
279,206,4.152960432260183,1
279,675,4.141147132988279,1
279,1197,4.054659214890223,1
119,357,4.909466291089296,1
119,408,4.8694387665067564,1
119,169,4.816657321971104,1
119,1,4.778436852118086,1
119,175,4.764703676588742,1
119,603,4.752091394743936,1
119,483,4.658967137162422,1
119,496,4.726262463939731,1
119,656,4.439751229434411,1
119,675,4.53739790750311,1
265,174,4.538735334138478,1
265,12,4.367658399281231,1
265,515,4.366097213519986,1
265,56,4.3123983654829665,1
265,96,4.290683543204316,1
265,603,4.288095164100192,1
265,496,4.163419082882358,1
265,150,4.17649013153414,1
265,134,4.197685837514334,1
265,656,3.9622628008747838,1
259,174,4.526572910635839,1
259,169,4.470829526789304,1
259,408,4.452451600921789,1
259,1,4.4337898917158105,1
259,603,4.409714569879938,1
259,56,4.3860334717962814,1
259,318,4.373114918983194,1
259,515,4.369822212913621,1
259,656,4.127837923972062,1
259,55,4.348169618101963,1
130,318,4.889123364254057,1
130,180,4.885541650486815,1
130,408,4.861725868733354,1
130,182,4.841336335186366,1
130,515,4.787219435369338,1
130,169,4.719227154572872,1
130,656,4.528009496190383,1
130,139,4.412250153089081,1
130,1597,4.442416891701927,1
130,656,4.528009496190383,1
297,408,4.456052885688625,1
297,169,4.320091351467504,1
297,318,4.239341659041201,1
297,656,4.128374278302211,1
297,96,4.115073911599295,1
297,23,4.078216324028209,1
297,179,3.9783002799565352,1
297,657,3.9908726529650416,1
297,427,3.992234524186184,1
297,566,3.9988045611654677,1
275,56,3.6763464494391433,1
275,172,3.6388705529380196,1
275,483,3.6155955293840707,1
275,385,3.5728110264525967,1
275,603,3.566744163127189,1
275,100,3.5450327088196287,1
275,55,3.5424222013177276,1
275,479,3.489410101342217,1
275,150,3.495857211472901,1
275,656,3.3004288044227685,1
145,408,5.0,1
145,127,5.0,1
145,169,4.833539772892846,1
145,180,4.820281063589434,1
145,318,4.801247698785204,1
145,114,4.681564338040182,1
145,656,4.660908748049665,1
145,179,4.6519845548494265,1
145,653,4.43915480555097,1
145,512,4.557991116945843,1
23,179,4.578441703759242,1
23,180,4.56947047110101,1
23,12,4.501903532238414,1
23,318,4.482846693307291,1
23,169,4.4214050892189904,1
23,182,4.412278322496448,1
23,298,4.403638614307438,1
23,656,4.36175010483266,1
23,114,4.344446646048121,1
23,11,4.311526596126326,1
1,408,4.739709452702709,1
1,447,4.696829474562861,1
1,603,4.6680782829778344,1
1,654,4.63588500869613,1
1,657,4.599120683565156,1
1,483,4.532470518789416,1
1,275,4.530763491437387,1
1,675,4.521794242989305,1
1,318,4.484377284463029,1
1,656,4.371429010835424,1
21,114,4.987962756749564,1
21,168,4.889504630586156,1
21,182,4.72690069755509,1
21,134,4.6398502437183025,1
21,169,4.622861149223764,1
21,183,4.599712753842981,1
21,603,4.557961785287845,1
21,641,3.9667892863465886,1
21,512,4.093720849781175,1
21,1149,4.3480035892479165,1
268,603,4.2192378578866645,1
268,275,4.170716734891099,1
268,192,4.013698040882828,1
268,192,4.013698040882828,1
268,175,4.094925199098514,1
268,496,4.087565995919842,1
268,192,4.013698040882828,1
268,447,4.042542283337006,1
268,671,3.9421797183328646,1
268,656,4.00652551968018,1
221,169,4.563936707649371,1
221,98,4.55318591976397,1
221,1,4.494110648907298,1
221,408,4.403842380270164,1
221,603,4.401634295136895,1
221,483,4.318456266928324,1
221,134,4.2978441572185915,1
221,515,4.281623246552343,1
221,656,4.147324408253548,1
221,1149,4.15390233650429,1
188,12,4.629353044949283,1
188,408,4.587860932141876,1
188,172,4.482994329788979,1
188,515,4.453308179242094,1
188,603,4.434763119681586,1
188,179,4.433375421849294,1
188,169,4.421530575702586,1
188,275,4.411623286565555,1
188,23,4.364645286951701,1
188,224,4.176805253737867,1
113,56,4.347323733879234,1
113,169,4.3401437538476655,1
113,1,4.320091710771776,1
113,408,4.279590147254545,1
113,12,4.181910801592552,1
113,515,4.158168936487192,1
113,603,4.151708905740499,1
113,1149,3.8921977945932094,1
113,496,4.093320362080346,1
113,656,3.9169500947265794,1
24,408,5.0,1
24,603,4.935271090148258,1
24,169,4.920597503615571,1
24,182,4.8866119198746665,1
24,1,4.853135167814561,1
24,515,4.841145248829029,1
24,183,4.738453124002083,1
24,656,4.665636937018527,1
24,96,4.817006735913038,1
24,174,4.77930295012116,1
76,408,4.751702479776366,1
76,1,4.737261899195215,1
76,169,4.692762671712626,1
76,298,4.68782014276865,1
76,134,4.661666305973925,1
76,275,4.629612099556631,1
76,656,4.584138345636362,1
76,515,4.582410693762339,1
76,1220,4.334645973104106,1
76,671,4.415182970262763,1
30,408,4.296511968516114,1
30,603,4.222410154058276,1
30,98,4.13111982211015,1
30,169,4.115883298362756,1
30,515,4.061587657119032,1
30,318,4.060037551950865,1
30,96,4.057419759219357,1
30,483,4.000819433780212,1
30,483,4.000819433780212,1
30,656,3.83779320229053,1
157,603,5.0,1
157,56,5.0,1
157,169,5.0,1
157,55,4.984823054132515,1
157,12,4.961171572620311,1
157,98,4.957326777216402,1
157,408,4.950149787191731,1
157,496,4.847057600604312,1
157,182,4.893173301250481,1
157,656,4.71988412343449,1
342,318,4.71641564886776,1
342,603,4.648657361835848,1
342,1149,4.421918041343778,1
342,185,4.270985910730447,1
342,97,4.321092912772283,1
342,1597,4.4029061935363405,1
342,200,4.359635648654392,1
342,180,4.379060507707029,1
342,484,4.382705562420705,1
342,1149,4.421918041343778,1
346,179,4.444635830709503,1
346,200,4.433248195078028,1
346,408,4.412007733668849,1
346,603,4.40304826643068,1
346,275,4.401526861073876,1
346,169,4.323162104055099,1
346,474,4.224310278590011,1
346,357,4.216442303484092,1
346,671,4.196854560455009,1
346,1597,4.183082542972965,1
337,174,4.861294117046803,1
337,1,4.679950396944357,1
337,55,4.673180200434716,1
337,172,4.620492477080293,1
337,603,4.608186975813579,1
337,169,4.556193403435924,1
337,200,4.497664080200343,1
337,134,4.518458300305436,1
337,496,4.5294703544849675,1
337,169,4.556193403435924,1
195,174,3.5037559088846035,1
195,182,3.2425288598356854,1
195,675,3.0055301560369028,1
195,408,3.3980115510416655,1
195,515,3.3957420767949364,1
195,182,3.2425288598356854,1
195,169,3.3799826297109443,1
195,603,3.3651707245632263,1
195,1149,3.021510844257606,1
195,656,3.0716197667929737,1
407,55,4.245926333501982,1
407,12,4.244546107284234,1
407,114,4.23947855630736,1
407,318,4.234101414907501,1
407,298,4.2271478035395145,1
407,515,4.09344002902659,1
407,23,4.145568317205898,1
407,156,4.141018233370905,1
407,192,4.140909197824462,1
407,671,4.020033752910952,1
397,408,2.9838204632908187,1
397,1,2.936540861016769,1
397,98,2.9188290516533564,1
397,169,2.915428265289993,1
397,447,2.6622925715407795,1
397,603,2.829077134684717,1
397,515,2.7776560143365305,1
397,114,2.7326894779053097,1
397,512,2.5178219564827065,1
397,656,2.618073680745732,1
422,603,4.377580906842413,1
422,174,4.3386000102566245,1
422,12,4.306955244756565,1
422,657,4.124225862074504,1
422,169,4.206110647062411,1
422,657,4.124225862074504,1
422,55,4.193707886700523,1
422,512,3.8970062507867462,1
422,408,4.149628026420473,1
422,656,3.9703291532981138,1
452,56,4.315343452578728,1
452,408,4.267483046264067,1
452,55,4.24481193072016,1
452,169,4.155163957819762,1
452,209,4.077678152868667,1
452,200,4.063156361029067,1
452,357,4.060069980989134,1
452,182,4.052302063679799,1
452,1019,3.874736888304435,1
452,1597,3.9202592757249386,1
468,169,4.776562409612617,1
468,408,4.744657172059107,1
468,483,4.669720234144949,1
468,156,4.655159491342572,1
468,183,4.6461242771871145,1
468,185,4.616725572077798,1
468,175,4.612485614518194,1
468,168,4.404982816228868,1
468,210,4.452144337784636,1
468,923,4.511838967637811,1
506,408,4.830053809680435,1
506,127,4.813857681209058,1
506,169,4.7854856592903765,1
506,134,4.733268683408938,1
506,179,4.693258597017914,1
506,671,4.489414571156137,1
506,180,4.665090023569316,1
506,512,4.3853362597388905,1
506,156,4.59065492697245,1
506,671,4.489414571156137,1
514,55,4.798971931322726,1
514,56,4.764390357013195,1
514,603,4.763931830330976,1
514,182,4.71796715749843,1
514,496,4.674011858458189,1
514,286,4.66507380984384,1
514,515,4.6447415000468615,1
514,657,4.6384678173408265,1
514,427,4.591181383372228,1
514,1220,4.456430489429128,1
532,56,4.250279938144127,1
532,150,3.8979807936392366,1
532,656,3.7361234698232737,1
532,169,4.0530631729608615,1
532,408,4.047881465372088,1
532,55,4.023265009252297,1
532,150,3.8979807936392366,1
532,180,3.985023670901382,1
532,675,3.7380043378377765,1
532,1220,3.753139997723934,1
543,408,4.3214857852554704,1
543,100,4.23537584387219,1
543,1,4.230457786973606,1
543,182,4.209121124894077,1
543,483,4.173853888092289,1
543,675,3.9115113428884407,1
543,298,4.154695168320885,1
543,496,4.049626782922992,1
543,156,4.052590822631602,1
543,671,3.990830201186112,1
594,174,4.125730255563848,1
594,603,4.100209320239928,1
594,408,4.085426383326977,1
594,1,4.078368881224727,1
594,169,4.069889103512737,1
594,56,4.026978137928214,1
594,172,4.01839248935465,1
594,182,3.9667070537990328,1
594,55,3.9449823897197747,1
594,182,3.9667070537990328,1
621,169,4.4416388457577485,1
621,483,4.436923354223932,1
621,182,4.380060788180494,1
621,195,4.29546712011283,1
621,179,4.280810398237801,1
621,56,4.277342079689817,1
621,408,4.267000995078101,1
621,209,4.238722075902003,1
621,1187,4.069752808178135,1
621,1597,4.228431154493667,1
612,169,4.167856991762198,1
612,172,4.125020907352488,1
612,174,4.100010693327755,1
612,603,4.052103454710354,1
612,56,4.049640694209458,1
612,12,4.043685252571287,1
612,50,4.031204466283212,1
612,55,3.9959014677674007,1
612,408,3.949046672551896,1
612,656,3.7044702473447293,1
633,169,4.0672886669886505,1
633,408,4.030424547275362,1
633,1,3.929910110778979,1
633,100,3.895183776800234,1
633,603,3.8828356774812427,1
633,182,3.8786126170266324,1
633,200,3.840130295238841,1
633,174,3.771833707686713,1
633,357,3.774832287278004,1
633,656,3.6224244806071377,1
640,1,5.0,1
640,98,5.0,1
640,408,5.0,1
640,483,4.96474086704867,1
640,675,4.633141293517716,1
640,603,4.915422574368639,1
640,200,4.790507046838385,1
640,515,4.804387652988846,1
640,298,4.86486393474597,1
640,656,4.680572321950658,1
658,275,4.37044016831951,1
658,298,4.257427176471267,1
658,174,4.228933589366604,1
658,12,4.224592929997665,1
658,114,4.194594370867238,1
658,496,4.175502347172351,1
658,179,4.12561260210582,1
658,175,4.138409285701227,1
658,180,4.156542968932145,1
658,656,4.133543569424256,1
712,98,4.649561010799269,1
712,153,4.339511042523867,1
712,236,4.0980385450480075,1
712,496,4.417157476968941,1
712,153,4.339511042523867,1
712,8,4.403529425518088,1
712,408,4.396708172183568,1
712,55,4.37707695587579,1
712,1260,4.1118255634874155,1
712,1007,4.15890979150808,1
703,408,4.481123526738756,1
703,515,4.456732721433761,1
703,22,4.415347952198143,1
703,56,4.401633680339622,1
703,12,4.326003094803857,1
703,174,4.320007552120853,1
703,180,4.311586432182058,1
703,318,4.305395489373289,1
703,169,4.287406182264735,1
703,512,3.989575223934265,1
756,169,4.292506707073763,1
756,408,4.254799544443781,1
756,156,4.1543560326681686,1
756,98,4.090679785730517,1
756,172,4.086675018205601,1
756,174,4.0721851584025845,1
756,483,3.958702378508832,1
756,114,3.9641117626723967,1
756,23,3.993522526076001,1
756,813,3.7627718273007735,1
793,408,4.504889316687582,1
793,56,4.427111647556502,1
